年,週,分區,區累積雨量,區平均雨量,區雨量標準差,區雨量最大值,區雨量最小值,區雨量全距,日溫度標準差,日最高溫度,日最低溫度,日溫差,週溫度標準差,區週平均溫度,區週均溫1-5,區週均溫6-9,區週均溫10-13,區週均溫14-17,區週均溫18-24,區週溫度標準差,平均RH,平均風速,最大風速
2007,6,東區,3.6000000000000005,0.15000000000000002,0.2449489742783178,1.0,0.0,1.0,2.0998297861234985,27.8,12.87,12.360000000000001,1.9007733473554358,21.432638888888885,19.62219047619048,19.291309523809524,23.314880952380953,23.829285714285714,21.504353741496598,1.8971757419134252,72.8026388888889,2.055079365079365,6.36
2007,6,高屏區,86.60000000000001,3.608333333333334,9.040292255119358,42.2,0.0,42.2,2.6676436670117627,29.25,13.51,13.92,2.5670719071259303,22.43914496527778,19.865949404761906,19.6392931547619,24.603772321428572,25.905747767857143,22.659211309523812,2.549394214785617,66.40486985869798,2.0355218388030885,10.62
2007,7,中區,6.199999999999999,0.2583333333333333,0.5609903251639338,2.1999999999999997,0.0,2.1999999999999997,2.9799887372316776,30.28,13.02,13.690000000000001,2.691183760636537,21.52552083333333,19.054166666666667,18.85904761904762,24.309494047619047,25.097767857142856,21.18234693877551,2.66158979806161,72.17666666666668,2.0810565476190477,11.28
2007,7,北區,64.6,2.6916666666666664,7.4905109053514085,34.199999999999996,0.0,34.199999999999996,2.3862861751886553,29.36,13.04,15.209999999999999,1.6527764795265132,19.711662533068782,18.061547619047623,18.423988095238094,21.963844246031748,21.56136904761905,19.28219387755102,1.6335349694658645,75.9653362346016,2.3391761091986996,10.41
2007,7,南區,0.0,0.0,0.0,0.0,0.0,0.0,3.016024098902746,30.55,15.47,12.100000000000001,2.83618249920074,22.418991402116404,19.756402116402114,19.48505291005291,24.96800925925926,26.50091931216931,22.20826530612245,2.828075256727871,73.3999329058699,1.7933803763440863,7.33
2007,7,台北區,196.7,8.195833333333333,16.356157706733455,77.60000000000001,0.30000000000000004,77.30000000000001,2.312181398705746,29.88,1.27,22.84,1.6461667206015902,19.313187198067634,17.684383022774323,17.863703416149068,21.139348861283647,21.402587474120082,19.067431233362914,1.5994247266835844,74.83017979842943,1.9297915307675584,10.64
2007,7,東區,0.4,0.016666666666666666,0.056465970257327996,0.2,0.0,0.2,2.5659501480292612,29.94,13.8,13.780000000000001,2.441036667841726,22.12984126984127,19.5312380952381,19.467857142857145,24.53011904761905,25.104761904761904,22.435578231292514,2.4317710285993575,73.80454365079366,2.2566269841269837,7.41
2007,7,高屏區,9.2,0.3833333333333333,1.2565192317311122,5.6,0.0,5.6,2.536130299194247,31.17,17.11,11.719999999999999,2.423947633098314,23.88496527777778,21.479464285714286,21.271741071428572,26.20189732142857,27.08409970238095,23.94441326530612,2.409153385631058,72.01942440208065,2.1478311011904765,11.73
2007,8,中區,251.6,10.483333333333333,15.403434587826482,54.99999999999999,0.0,54.99999999999999,1.9272657944666705,27.76,13.47,10.59,1.7317733936741118,19.740565476190476,18.396285714285717,18.09116071428571,21.14639880952381,22.345863095238094,19.3512074829932,1.7091367777778395,74.3360763888889,2.7913492063492065,12.28
2007,8,北區,680.8,28.366666666666664,38.76164247727683,141.2,0.0,141.2,1.3521735493540075,26.52,12.19,10.989999999999998,0.9905465463288957,17.810939153439154,17.035103174603172,16.759191468253967,18.67219246031746,19.21168154761905,17.673537414965985,0.9741203967631096,77.98666660398855,2.969640689645923,10.9
2007,8,南區,80.2,3.341666666666667,3.8536167841185995,12.8,0.0,12.8,2.2886089979408926,29.39,15.25,11.629999999999999,2.157886847623931,21.014157848324515,19.444968253968252,18.932433862433864,22.8280291005291,24.34160052910053,20.38667044595616,2.1482200015472905,74.25705687830687,2.331685121181089,7.75
2007,8,台北區,1343.0,55.958333333333336,60.70377050581939,191.40000000000003,3.2,188.20000000000005,1.2187456892325543,26.8,8.25,10.43,0.8831523846051554,17.514334886128363,16.851391304347825,16.521537267080745,18.303757763975156,18.741350931677015,17.40292812777285,0.8669631670061253,78.01956653012587,2.256944444444444,10.12
2007,8,東區,38.0,1.5833333333333333,2.9623238038473407,13.6,0.0,13.6,1.5945481504187542,27.02,14.24,9.819999999999999,1.336398020257336,21.327638888888888,20.239238095238097,20.295952380952382,23.08964285714286,22.88261904761905,20.79918367346939,1.315629106682625,75.76998015873016,2.0425992063492067,4.96
2007,8,高屏區,49.8,2.0749999999999997,2.658415677249041,10.4,0.0,10.4,2.2876259497791365,30.77,16.8,13.419999999999998,2.1273921345315667,23.143788442460316,21.44580357142857,21.019196428571433,24.9454650297619,26.312064732142854,22.73071428571429,2.105444243672638,70.71344433719435,2.5501608751608753,12.98
2007,9,中區,12.399999999999999,0.5166666666666666,1.252360090829091,4.0,0.0,4.0,2.538960779219647,30.08,12.55,11.849999999999998,2.4656351184328265,21.213358961640214,18.648309523809527,18.57050595238095,23.62703869047619,24.344508928571425,21.38726473922903,2.4534076523655894,72.31695430531651,2.289355098967298,11.6
2007,9,北區,462.5999999999999,19.274999999999995,50.98534529433539,193.79999999999998,0.0,193.79999999999998,1.957288902898674,28.2,11.5,11.419999999999998,1.8644429593883929,20.108172123015873,18.071738095238096,18.270297619047618,22.13041666666667,22.370044642857142,20.16491496598639,1.8528487830455689,74.94729902915962,2.5878788965385344,11.51
2007,9,南區,0.0,0.0,0.0,0.0,0.0,0.0,2.7285994967347973,31.64,14.04,11.94,2.6620558000765806,21.990388007054673,19.17673015873016,19.184120370370373,24.25868386243386,25.609365079365084,22.23956916099773,2.6530320025862197,73.70755333674688,1.8619270566649597,7.53
2007,9,台北區,779.6999999999999,32.4875,100.96811081808904,468.19999999999993,0.2,467.99999999999994,2.0612895699581606,30.4,8.27,12.91,1.9547345591383658,20.036753795721186,17.866459627329192,18.189565217391305,22.209267598343686,22.328413561076605,20.091543921916593,1.9279290740446549,75.3824942153068,1.8840805842885098,10.53
2007,9,東區,3.0,0.125,0.33783196234608814,1.6,0.0,1.6,2.2307342569670325,29.43,14.38,11.889999999999999,2.1692601976391668,22.252215608465605,19.902571428571427,19.932857142857145,24.558690476190474,24.692976190476188,22.543174603174602,2.1538601323115665,70.25213690476191,2.1150992063492065,7.9
2007,9,高屏區,10.2,0.425,0.7133814151477882,3.2,0.0,3.2,2.4335188897937665,32.72,14.63,14.509999999999998,2.394912736888107,23.213973214285716,20.59707142857143,20.583459821428573,25.596941964285715,26.005312500000002,23.629591836734694,2.371854160729853,70.37858630952381,2.1831183303839556,10.68
2007,10,中區,398.8,16.616666666666667,24.960554388120443,87.0,0.0,87.0,1.7145119065807644,26.77,10.77,10.870000000000001,1.223225252718134,16.822390873015873,16.12914285714286,15.734747023809526,18.15342261904762,18.49590773809524,16.22219387755102,1.1883542759528094,78.17587492828456,3.2304629729234393,14.24
2007,10,北區,1245.6,51.9,55.046889103745,225.4,2.0,223.4,1.1317121960428458,25.0,8.57,11.24,0.44058882433874963,14.533244874338626,14.472761904761905,13.994315476190476,15.005401785714286,14.934925595238093,14.385070861678004,0.4209531951873945,82.99613941404625,3.981057463982916,11.37
2007,10,南區,143.4,5.9750000000000005,15.214216749617703,75.2,0.0,75.2,2.0946480188318306,26.43,12.15,10.32,1.6967017275221667,18.208837081128745,17.056539682539682,16.74984126984127,19.663419312169314,20.916547619047616,17.487165532879818,1.685652079991093,77.36335648148149,2.504370590828924,8.34
2007,10,台北區,3052.0,127.16666666666667,102.58664065354567,511.0,27.2,483.8,1.1694950549438872,26.04,3.58,10.63,0.403279845782481,14.654520962732919,14.610782608695652,14.184565217391306,14.992255175983438,15.041250000000003,14.540329784087549,0.3708349031041246,85.1367083294553,2.545398683725494,14.23
2007,10,東區,41.2,1.7166666666666668,1.5966450332866229,7.000000000000001,0.0,7.000000000000001,1.7333341384188163,27.23,13.13,9.46,0.9761903899800023,18.87723544973545,18.213714285714286,17.96607142857143,19.905,20.201984126984126,18.52755102040816,0.9596932442079844,76.96555224867724,2.3803703703703705,7.12
2007,10,高屏區,18.6,0.775,1.4341335817959155,6.799999999999999,0.0,6.799999999999999,2.1225976663743245,30.53,14.98,12.740000000000002,1.867044897975048,21.276803075396828,19.57839285714286,19.607209821428572,23.16439732142857,23.82912202380952,20.906913265306123,1.8314918513278846,72.33917287012294,2.601160838240252,15.06
2007,11,中區,8.4,0.35000000000000003,0.6358835004047176,2.6,0.0,2.6,2.0120773604832913,31.84,15.13,11.080000000000002,1.8033645051914828,20.81056712962963,19.20392857142857,19.10797619047619,22.724920634920636,23.260922619047616,20.436955782312925,1.79262958656587,73.88501547858098,2.633496485943775,12.25
2007,11,北區,36.4,1.5166666666666666,2.0429447345451606,9.0,0.0,9.0,1.4281229501437285,30.12,12.59,9.810000000000002,1.096537064817179,18.57794460978836,17.530583333333333,17.516374007936506,19.78161111111111,19.963720238095235,18.45299036281179,1.0802287214699218,80.79747999979442,2.8445077948046325,10.93
2007,11,南區,0.2,0.008333333333333333,0.040824829046386304,0.2,0.0,0.2,2.234441588379305,30.82,16.37,10.629999999999999,2.1135089100710243,21.74430996472663,19.753428571428568,19.852248677248674,23.992301587301586,24.6025,21.329727891156463,2.1080235676195516,74.18934054446152,2.1917006955111797,6.12
2007,11,台北區,259.5,10.8125,8.170057341079175,32.6,0.6000000000000001,32.0,1.447341060333533,30.73,8.42,12.27,1.0827768006701575,18.519532004830918,17.374037267080745,17.536832298136645,19.619648033126293,19.928889751552795,18.46530020703934,1.0645244000996716,82.77600125469645,2.206728932692586,10.3
2007,11,東區,10.600000000000001,0.4416666666666667,0.6851954127277768,2.8000000000000003,0.0,2.8000000000000003,2.002860850805067,32.69,15.88,14.269999999999996,1.7397094810505436,21.996362433862434,20.155714285714286,20.255,23.69728174603175,24.21577380952381,22.06598639455782,1.730243761509989,77.16187996031745,2.15821626984127,6.22
2007,11,高屏區,0.0,0.0,0.0,0.0,0.0,0.0,2.198932346431934,33.41,17.69,14.809999999999999,2.102242388990817,23.759559771825394,21.66380357142857,21.689508928571428,25.978381696428578,26.444776785714282,23.63710671768708,2.0859567502281617,71.05741500429001,2.394478362290862,12.74
2007,12,中區,317.40000000000003,13.225000000000001,19.980017191096753,59.000000000000014,0.0,59.000000000000014,2.236937201805293,29.72,12.91,11.570000000000002,2.0102504753055106,20.426201223544975,18.18142857142857,18.744136904761906,22.249583333333334,23.205153769841267,20.360884353741493,1.993291865089893,74.64634681583476,2.6800390849110727,13.95
2007,12,北區,665.6,27.733333333333334,41.84599785202743,167.6,0.4,167.2,1.8514844097544918,28.66,11.19,11.95,1.3829276073518422,18.838685515873014,17.34630952380952,17.86235119047619,20.045595238095242,20.79345238095238,18.655901360544217,1.368205310908399,79.03471726190476,2.6128273809523805,9.14
2007,12,南區,81.6,3.4,5.838403593598094,23.599999999999998,0.0,23.599999999999998,2.2277648054844312,29.2,13.82,11.89,2.0269759267502163,21.181480379188713,19.079650793650796,19.37744047619048,22.999761904761904,24.064285714285717,21.027331821617533,2.0173469734438547,75.6433613884622,2.2030436081242533,8.2
2007,12,台北區,994.4000000000001,41.43333333333334,48.93082665458912,154.79999999999998,4.800000000000001,149.99999999999997,1.7396110062180696,30.8,8.79,12.760000000000002,1.365895787906966,19.083978605935126,17.686066252587988,17.986493271221534,20.594686853002074,20.81437370600414,18.85756285122745,1.3359340904506907,78.73649763091355,2.1021767842771917,10.35
2007,12,東區,12.0,0.5,0.39120771753746064,1.0,0.0,1.0,1.8588091895006356,29.28,14.28,12.19,1.5983391346421747,21.34763888888889,19.778571428571432,19.83345238095238,23.4675,23.070476190476192,21.1378231292517,1.5840553715932486,79.4238492063492,2.0159126984126985,5.14
2007,12,高屏區,215.79999999999998,8.991666666666665,26.867046514378856,134.2,0.0,134.2,2.152274336932171,31.25,14.85,13.92,1.9349579256714764,22.56641331845238,20.567011904761905,20.57190476190476,24.38441517857143,25.09523958333333,22.65037457482993,1.9188948166488882,72.73979337291837,2.263487817362817,12.31
2007,13,中區,247.8,10.325000000000001,17.284907968463727,65.6,0.0,65.6,2.1551536766995105,31.82,5.67,22.75,1.8703551814085568,24.608325066137567,22.787785714285715,23.07270833333333,26.783596230158732,26.99799107142857,24.177670068027215,1.8358437331087265,75.60947271227768,2.174454185790782,7.89
2007,13,北區,340.4,14.183333333333332,26.708208584573793,103.59999999999998,0.0,103.59999999999998,2.0731077307946904,31.51,15.68,11.57,1.6242824369664344,23.247506613756613,21.449666666666666,22.506666666666664,25.537628968253973,24.862291666666668,22.723639455782312,1.586578390360495,76.20217297762478,2.776736111111111,10.12
2007,13,南區,53.00000000000001,2.2083333333333335,6.97086587265117,30.600000000000005,0.0,30.600000000000005,2.1487880998925526,30.9,20.76,8.950000000000003,2.089518628529594,25.59756349206349,23.470624338624337,23.888399470899472,27.937899470899474,28.296410052910055,25.213938019652307,2.074274470888364,75.16797605237566,1.7264573087431696,7.7
2007,13,台北區,616.5,25.6875,37.07657543048136,130.60000000000002,0.0,130.60000000000002,2.147337995259714,34.32,11.56,11.75,1.67448525503392,23.056196859903384,21.158082815734993,21.783752587991717,24.981278467908908,25.035245341614903,22.908172138420586,1.6417205319518717,77.67429779174984,1.8646471088435375,10.1
2007,13,東區,2.4,0.09999999999999999,0.1668115312456598,0.6000000000000001,0.0,0.6000000000000001,2.6475298392501885,36.78,17.89,15.41,2.5114539725263683,24.62813492063492,21.910666666666664,22.32440476190476,27.396547619047617,27.62535714285714,24.590952380952384,2.4904140379826454,76.88043650793651,1.9971230158730158,5.93
2007,13,高屏區,24.799999999999997,1.0333333333333332,2.6161150530919874,12.2,0.0,12.2,1.6836579790219486,31.9,20.77,9.57,1.6287879436119255,26.634656994047617,24.940089285714286,25.129598214285714,28.363764136904763,28.728061755952382,26.520803571428576,1.6159187436492441,74.02466377091376,1.9800042215616631,10.34
2007,14,中區,540.4,22.516666666666666,31.822929478282013,146.20000000000002,0.8,145.4,1.3404196717250152,26.21,11.21,10.040000000000001,0.772217511580933,17.75834904100529,17.372833333333336,17.359880952380955,18.621815476190474,18.776016865079363,17.186479591836736,0.756408340077845,79.5768818960511,3.051292438919441,15.26
2007,14,北區,740.6,30.858333333333334,23.686538401574747,85.0,5.4,79.6,1.0239894225752109,23.97,6.05,10.31,0.39939222832597016,15.961143353174604,16.088380952380952,15.736607142857144,16.412286706349207,16.222757936507936,15.591275510204081,0.3649120009473776,82.66154142703216,3.130377521992733,11.68
2007,14,南區,209.2,8.716666666666667,20.215613136700888,94.39999999999999,0.0,94.39999999999999,1.7575962394254114,30.03,12.16,15.16,1.3452962480144508,19.003989197530867,18.03869841269841,18.05559523809524,20.467976190476193,20.811038359788363,18.36625850340136,1.3208421150071101,78.24147388492973,2.282871008662587,8.37
2007,14,台北區,1245.7,51.90416666666667,34.18500153152176,123.70000000000002,8.6,115.10000000000002,0.9497649481985112,25.8,6.19,16.05,0.4347542584076683,16.402881556245685,16.470337474120083,16.201232401656313,16.82050051759834,16.818074534161493,15.994034309375923,0.39254529270727845,82.34150189955488,2.251231656432058,13.35
2007,14,東區,111.80000000000001,4.658333333333334,4.793284855935951,20.6,0.4,20.200000000000003,1.4347971209732588,29.41,13.44,8.790000000000003,0.9160113930123096,19.597085317460316,19.286495238095238,19.21561904761905,20.866075396825398,20.471071428571427,18.812358276643995,0.8947699696100362,82.08536184210526,2.1378344298245615,6.21
2007,14,高屏區,231.80000000000004,9.658333333333335,29.258397778752514,142.0,0.0,142.0,1.9453149120278943,31.12,14.38,9.91,1.7007335427697199,21.619127604166664,20.056839285714283,20.146361607142854,23.170703124999996,24.003389136904765,21.32757865646258,1.6699262280142348,74.34911901166589,2.4032305021367524,13.76
2007,15,中區,285.6,11.9,10.373209641228195,33.6,0.2,33.4,2.2902268275251796,29.69,15.54,12.139999999999997,2.076106701875946,21.91987516534392,19.56086507936508,20.01702380952381,23.948635912698414,24.60600694444444,21.998001700680273,2.0659853536357984,72.73753914613157,1.9308611755383904,11.74
2007,15,北區,706.6,29.441666666666666,23.45763835302798,81.79999999999998,0.2,81.59999999999998,1.8858804699722753,28.76,12.68,14.350000000000001,1.5174989692252288,20.227423941798943,18.488928571428573,19.095565476190476,22.03530753968254,21.983650793650792,20.079348072562357,1.4961619917962063,75.16756869084935,2.3398715098489196,10.09
2007,15,南區,37.8,1.575,2.2995746298524145,9.399999999999999,0.0,9.399999999999999,2.3745444483474065,29.92,16.01,10.21,2.243505501052564,22.869302248677247,20.369587301587302,20.845277777777774,25.112103174603178,25.827824074074073,22.839213907785336,2.2350933319667723,71.24756027052398,1.719865271377368,6.43
2007,15,台北區,1216.7000000000003,50.69583333333335,40.97580918549136,167.90000000000003,1.4,166.50000000000003,2.080635930932228,31.38,0.05,18.82,1.6790258141490402,19.95506452726018,18.071931677018632,18.819037267080745,21.678320393374744,21.870040372670807,19.870328305235137,1.5714491453769175,74.79166624690812,1.9081559849967382,9.23
2007,15,東區,23.6,0.9833333333333334,0.8884117076664628,3.8000000000000003,0.0,3.8000000000000003,2.0199601512384646,30.59,16.27,10.329999999999998,1.8864906417592289,21.91095238095238,19.726952380952383,20.078809523809525,23.67452380952381,24.25642857142857,22.169863945578232,1.8765198447638551,75.64200396825397,1.869920634920635,4.45
